,Precio,Direccion,Barrio
2287,$ 128.000,,"Terrazas de Manantiales, Córdoba"
2288,USD 55.000,Ramos Mejia al 2500,"Córdoba, Córdoba"
2289,USD 280.000,Obispo Oro 300,"Nueva Córdoba, Córdoba"
2290,USD 650.000,Cañuelas Country 0,"Cañuelas Country Golf, Córdoba"
2291,USD 150.000,Lugones 72,"Nueva Córdoba, Córdoba"
2292,USD 80.000,Catamarca 1047,"General Paz, Córdoba"
2293,USD 1.200.000,Av Ejercito Argentino 1067,"Córdoba, Córdoba"
2294,USD 110.000,Av. Sagrada Familia 451,"Alberdi, Córdoba"
2295,Consultar precio,Prudencio Bustos al 152,"Córdoba, Córdoba"
2296,USD 79.000,Ambrosio Olmos al 1000,"Nueva Córdoba, Córdoba"
2297,USD 350.000,Monseñor Ferreyra 6050,"Villa Belgrano, Córdoba"
2298,USD 200.000,Poeta Lugones 72 72,"Nueva Córdoba, Córdoba"
2299,USD 55.000,Figueroa Alcorta al 200,"Centro, Córdoba"
2300,USD 150.000,,"San Fernando, Córdoba"
2301,USD 130.000,Jujuy 137,"Centro, Córdoba"
2302,USD 230.000,Agustin Piaggio s/n,"Quintas de Italia III, Córdoba"
2303,USD 700.000,El Bosque,"Córdoba, Córdoba"
2304,USD 72.000,,"San Ignacio, Córdoba"
2305,USD 145.000,requinoa 287,"Quebrada de las Rosas, Córdoba"
2306,USD 240.000,Gay Lussac al 7500,"Villa Belgrano, Córdoba"
2307,USD 37.000,Jeronimo luis de Cabrera 1163,"Alta Córdoba, Córdoba"
2308,USD 69.400,Chacabuco 1200 8°,"Nueva Córdoba, Córdoba"
2309,USD 48.000,Obispo Trejo 1050,"Nueva Córdoba, Córdoba"
2310,USD 75.000,Docta,"DOCTA, Córdoba"
2311,USD 140.000,Bv. Chacabuco 254,"Centro, Córdoba"
2312,USD 115.000,avenida bodereau 8766,"La Catalina Urbanizacion Residencial, Córdoba"
2313,USD 34.800,Canalejas 1460,"Bella Vista, Córdoba"
2314,USD 230.000,Juan Neper al 5900,"Villa Belgrano, Córdoba"
2315,USD 92.000,CRUZ ALTA 8394,"Villa Allende Parque, Córdoba"
2316,USD 74.500,San Juan 208,"Nueva Córdoba, Córdoba"
2317,$ 70.000,Francisco N de Laprida,"Güemes, Córdoba"
2318,USD 59.900,Achaval Rodriguez 100 4°,"Nueva Córdoba, Córdoba"
2319,USD 117.000,Ibarbalz al 700,"General Paz, Córdoba"
2320,USD 108.000,Armada Argentina Lote / N° 0,"San Ignacio Village, Córdoba"
2321,USD 95.000,Mariano Fragueiro 185,"Centro, Córdoba"
2322,USD 62.500,Hipolito Yrigoyen 413,"Nueva Córdoba, Córdoba"
2323,USD 48.000,Pasaje Carlucci 100,"Nueva Córdoba, Córdoba"
2324,USD 109.000,Armada Argentina 3950,"San Ignacio Village, Córdoba"
2325,USD 105.000,San Ignacio Village,"San Ignacio Village, Córdoba"
2326,USD 43.000,27 de Abril al 700,"Centro, Córdoba"
2327,USD 55.000,Alsina 1357,"Yofre Sud, Córdoba"
2328,USD 240.000,,"Los Aromas, Valle Escondido "
2329,USD 36.500,"Av. Colon 2429, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
2330,USD 45.000,Bolivia e Ituzaingo,"Nueva Córdoba, Córdoba"
2331,USD 32.000,juan A. sarachaga 61,"Córdoba, Córdoba"
2332,USD 70.000,Ambrosio Olmos 800,"Nueva Córdoba, Córdoba"
2333,USD 85.000,Balcarce al 400,"Nueva Córdoba, Córdoba"
2334,USD 130.000,Calle publica s/n,"Valle Escondido , Córdoba"
2335,USD 70.000,garay 1711,"General Pueyrredón, Córdoba"
2336,USD 32.000,"videla castillo 604, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
2337,USD 89.000,"San Ignacio Village, Córdoba","San Ignacio Village, Córdoba"
2338,USD 45.000,Duarte Quiros 675,"Centro, Córdoba"
2339,USD 105.000,liguria 4481,"Los Olmos, Córdoba"
2340,USD 38.000,Lope de Vega 1345,"Los Paraísos, Córdoba"
2341,USD 90.000,Pje huespe 150,"Centro, Córdoba"
2342,USD 550.000,Soldado Ramon A. Cabrera 6950,"Altos del Chateau, Córdoba"
2343,USD 105.000,Prudencio Bustos 125 - Duplex A Estrenar La Diva,"Alto Alberdi, Córdoba"
2344,USD 53.000,Obispo Trejo 1315,"Nueva Córdoba, Córdoba"
2345,USD 57.000,buenos aires 1426,"Nueva Córdoba, Córdoba"
2346,USD 100.000,Sucre 25,"Centro, Córdoba"
2347,USD 95.000,Tanti 1740,"Jardín, Córdoba"
2348,USD 1,Luis Altamira al 800,"Jardín, Córdoba"
2349,USD 100.000,José Ardiles 7181,"Don Bosco, Córdoba"
2350,USD 85.000,obispo Trejo 1280,"Nueva Córdoba, Córdoba"
2351,USD 345.000,Obispo Lascano 2555,"Villa Cabrera, Córdoba"
2352,USD 40.000,Domingo Funes 484,"Güemes, Córdoba"
2353,$ 98.000,,"Alto Alberdi, Córdoba"
2354,USD 98.000,ALFREDO TERZAGA 5090,"Nuevo Poeta Lugones, Córdoba"
2355,USD 165.000,Sta. Teresita 99,"La Carolina, Córdoba"
2356,USD 75.000,catamarca 1008,"General Paz, Córdoba"
2357,USD 60.000,Juan de Constans 796,"Mariano Fragueiro, Córdoba"
2358,USD 74.800,,"Rincones de Manantiales, Córdoba"
2359,Consultar precio,"Av. República de China, Valle Escondido, El Collado, Córdoba","El Collado, Valle Escondido "
2360,USD 89.000,,"Colinas de Manantiales, Córdoba"
2361,USD 140.000,Chacabuco 1200,"Nueva Córdoba, Córdoba"
2362,USD 54.000,Ambrosio Olmos 773,"Nueva Córdoba, Córdoba"
2363,USD 125.000,Ibarbálz 752,"General Paz, Córdoba"
2364,USD 29.500,Dean Funes 1400 1°,"Alberdi, Córdoba"
2365,USD 75.000,,"Córdoba, Córdoba"
2366,USD 57.000,Caseros 1100,"Alto Alberdi, Córdoba"
2367,USD 201.071,Avenida Chacabuco 600 a,"Nueva Córdoba, Córdoba"
2368,USD 340.000,José Roque Funes 1011,"URCA, Córdoba"
2369,USD 420.000,Fincas Dos central,"Fincas del Sur II, Córdoba"
2370,USD 79.000,,"Nueva Córdoba, Córdoba"
2371,Consultar precio,,"Tablada Park, Córdoba"
2372,USD 77.000,Duarte Quiros 1800,"Alberdi, Córdoba"
2373,USD 79.000,Venta en Barrio Balcones del Chateau,"Barrio Privado Chateau Carreras, Córdoba"
2374,USD 35.000,avenida colon 2861,"Alto Alberdi, Córdoba"
2375,USD 150.000,Lugones 72,"Nueva Córdoba, Córdoba"
2376,USD 210.000,,"Nueva Córdoba, Córdoba"
2377,USD 60.000,Emilio Olmos al 400,"Centro, Córdoba"
2378,USD 45.000,,"Centro, Córdoba"
2379,USD 175.000,Bv de los franceses 100,"Los Boulevares, Córdoba"
2380,USD 170.000,Greenville 2,"Greenville II, Córdoba"
2381,USD 115.000,DOCTA URBANIZACION INTELIGENTE,"Nobu Town, Córdoba"
2382,USD 130.000,Ibarbalz 752 Complejo Nuevo Suquia Piso Bajo Cardinales gni,"General Paz, Córdoba"
2383,USD 390.000,"El Rocio, Valle Escondido 0","Valle Escondido , Córdoba"
2384,USD 152.000,"cordoba, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
2385,USD 210.000,Gay Lussac 7372,"Córdoba, Córdoba"
2386,USD 45.000,9 De Julio 4300,"Las Palmas, Córdoba"
2387,USD 28.000,"Jujuy 3907, Panamericano","Panamericano, Córdoba"
2388,USD 88.000,"Betania Plaza ""C""","Nueva Córdoba, Córdoba"
2389,USD 95.000,Rufino Cuervo ,"Escobar, Córdoba"
2390,USD 170.000,JULIAN CASTAÑOS 2254,"Lomas de San Martín, Córdoba"
2391,USD 152.000,Colinas de Manantiales - M65 L19,"Córdoba, Córdoba"
2392,USD 110.000,,"Las Rosas, Córdoba"
2393,USD 51.500,Independencia al 1100,"Nueva Córdoba, Córdoba"
2394,USD 750.000,Country Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
2395,USD 60.000,rodriguez peña,"Alta Córdoba, Córdoba"
2396,USD 255.000,Nazaret 3273,"Las Rosas, Córdoba"
2397,USD 37.000,Bv Illia 400,"Nueva Córdoba, Córdoba"
2398,Consultar precio,,"Córdoba, Córdoba"
2399,USD 44.000,Duarte Quiros Lote / N° 4933 5°,"Villa del Sol, Córdoba"
2400,USD 35.000,República del Líbano N° 780,"General Bustos, Córdoba"
2401,USD 475.000,,"Ayres del Sur, Córdoba"
2402,USD 122.000,miradores de manantiales 2,"Miradores de Manantiales, Córdoba"
2403,USD 230.000,Pizarro 1050,"Rogelio Martínez, Córdoba"
2404,USD 160.000,,"Siete Soles Naturaleza Urbana, Córdoba"
2405,USD 150.000,Avenida Colon 3500,"Alto Alberdi, Córdoba"
2406,USD 130.000,Piriapolis N° al 4000,"Córdoba, Córdoba"
2407,USD 100.000,Mesnier 5432,"Tejas II, Córdoba"
2408,USD 95.000,Barrio Jardin/ Marcelo Garlot al 2800,"Córdoba, Córdoba"
2409,USD 78.900,Saubidet de Paula 3331,"San Fernando, Córdoba"
2410,USD 36.500,Av Colón 2400,"Alto Alberdi, Córdoba"
2411,USD 55.000,,"Los Plátanos, Córdoba"
2412,USD 330.000,El pueblito 2673,"Parque Chacabuco, Córdoba"
2413,USD 210.000,figueroa Alcorta 66,"Centro, Córdoba"
2414,USD 310.000,general paz,"Centro, Córdoba"
2415,USD 320.000,Av Colón al 6200,"Barrio Privado Chateau Carreras, Córdoba"
2416,USD 165.000,Av. Recta Martinoli 7150,"Villa Belgrano, Córdoba"
2417,USD 125.000,Colinas de Manantiales,"Colinas de Manantiales, Córdoba"
2418,USD 152.000,,"Córdoba, Córdoba"
2419,USD 65.000,Colón N° al 800,"Centro, Córdoba"
2420,USD 100.000,Padre Luchesse km3,"Córdoba, Córdoba"
2421,USD 200.000,Pasaje Busquet 78,"Alta Córdoba, Córdoba"
2422,USD 69.000,Velez Sarsfield al 700 NVA CBA,"Nueva Córdoba, Córdoba"
2423,USD 89.000,Bolivia 257,"Nueva Córdoba, Córdoba"
2424,USD 105.000,Bv Chacabuco 500,"Nueva Córdoba, Córdoba"
2425,USD 215.000,MIRADORES DE MANANTIALES 1 S/N,"Miradores de Manantiales, Córdoba"
2426,USD 47.000,SAN JOSE DE CALAZANS 389,"Centro, Córdoba"
2427,USD 56.500,Av. Vélez Sarsfield 1390,"Nueva Córdoba, Córdoba"
2428,USD 208.000,MZA 37 1,"Prados de Manantiales, Córdoba"
2429,USD 98.000,Dr. Porta y Mariño 148,"Las Palmas, Córdoba"
2430,Consultar precio,santiago derqui 279,"Nueva Córdoba, Córdoba"
2431,USD 110.000,Rondeau 156,"Nueva Córdoba, Córdoba"
2432,USD 100.000,Rio Bamba al 300,"Quebrada de las Rosas, Córdoba"
2433,USD 180.000,,"Lomas del Chateau, Córdoba"
2434,USD 88.000,Betania Plaza,"Nueva Córdoba, Córdoba"
2435,USD 125.000,,"Nueva Córdoba, Córdoba"
2436,USD 52.900,Mariano Fragueiro 1215,"Cofico, Córdoba"
2437,USD 180.000,Av. Ohiggins 6200.,"Greenville II, Córdoba"
2438,USD 165.000,Av. Los Álamos - Housing El Rodeo,"Villa Warcalde, Córdoba"
2439,Consultar precio,Ibarbalz 1331,"General Paz, Córdoba"
2440,USD 160.000,Parana 400,"Nueva Córdoba, Córdoba"
2441,USD 210.000,la Luisita,"Córdoba, Córdoba"
2442,USD 49.000,Panaholma 1249,"Talleres, Córdoba"
2443,USD 100.000,Belgrano 54,"Centro, Córdoba"
2444,USD 120.000,ROBERTO BOYLE 6130,"Villa Belgrano, Córdoba"
2445,USD 99.900,Ntra Señora Del Huerto 1300,"Jardines del Olmo, Córdoba"
2446,USD 45.000,Jerónimo Luis de Cabrera 1100,"Cofico, Córdoba"
2447,USD 60.000,Obispo Trejo 1214,"Nueva Córdoba, Córdoba"
2448,USD 45.000,tucuman,"Centro, Córdoba"
2449,USD 145.700,"25 DE MAYO CO, Córdoba, Córdoba, Argentina.","General Paz, Córdoba"
2450,USD 39.000,DEAN FUNES 1014,"Alberdi, Córdoba"
2451,USD 550.000,,"Padre Claret, Córdoba"
2452,USD 43.900,Illia al 400,"Nueva Córdoba, Córdoba"
2453,USD 64.500,LIMA 1042,"General Paz, Córdoba"
2454,USD 35.000,JUJUY 45,"Centro, Córdoba"
2455,USD 49.500,achaval rodriguez 250,"Nueva Córdoba, Córdoba"
2456,USD 600.000,Juan Romualdo Baez 0,"Córdoba, Córdoba"
2457,USD 790.000,Emilio Lamarca 4470,"URCA, Córdoba"
2458,USD 95.000,Catamarca,"General Paz, Córdoba"
2459,USD 130.000,Villa Housing La Reserva,"Villa Warcalde, Córdoba"
2460,USD 690.000,Hugo Wast 1300 Cerro de las Rosas,"Cerro de las Rosas, Córdoba"
2461,USD 65.000,,"Nueva Córdoba, Córdoba"
2462,USD 120.000,Pedro Vella 439,"Colinas de Vélez Sársfield, Córdoba"
2463,USD 190.000,LA Luisita Duplex A Estrenar,"Inaudi, Córdoba"
2464,USD 78.000,Lima al 1600,"General Paz, Córdoba"
2465,USD 70.000,Tipayante 7552,"Argüello, Córdoba"
2466,USD 110.000,Av. Boderau 8500,"La Catalina Urbanizacion Residencial, Córdoba"
2467,USD 87.000,Av Colon 737,"Centro, Córdoba"
2468,USD 75.000,Alto Panorama,"Alberdi, Córdoba"
2469,USD 55.500,Sol De Mayo 1300,"Residencial Santa Ana, Córdoba"
2470,USD 69.000,Curumalan 593,"Las Dalias, Córdoba"
2471,USD 45.000,AV. DUARTE QUIROS 4135,"Las Palmas, Córdoba"
2472,USD 42.000,Argensola 856,"Alta Córdoba, Córdoba"
2473,USD 88.000,SAN Lorenzo 47,"Nueva Córdoba, Córdoba"
2474,USD 79.000,Ocaña 50,"Alto Alberdi, Córdoba"
2475,USD 56.000,VELEZ SARFIELD 1802,"Colinas de Vélez Sársfield, Córdoba"
2476,USD 52.000,Alto Villasol - Av. Colon Lote / N° 6200,"Alto Villasol, Córdoba"
2477,USD 140.000,Rodriguez del Busto 2781,"Alto Palermo, Córdoba"
2478,Consultar precio,Dean Funes al 800,"Centro, Córdoba"
2479,USD 59.000,Bv. Mitre al 500,"Centro, Córdoba"
2480,USD 108.000,Caseros al 2300,"Centro, Córdoba"
2481,USD 70.000,Santiago temple 152,"Nueva Córdoba, Córdoba"
2482,USD 550.000,Country El Bosque,"Córdoba, Córdoba"
2483,USD 350.000,Rio Ceballos - Quisquisacate 0,"Córdoba, Córdoba"
2484,USD 74.000,Parana al 600,"Nueva Córdoba, Córdoba"
2485,USD 80.000,Obispo Trejo 924,"Nueva Córdoba, Córdoba"
2486,USD 83.000,Obipso Trejo al 700,"Nueva Córdoba, Córdoba"
2487,USD 56.000,ISABEL LA CATOLICA 518,"Alta Córdoba, Córdoba"
2488,USD 215.000,AV Valparaiso 4200,"Jardín, Córdoba"
2489,USD 110.000,NOVILLO MARTINEZ,"Residencial Vélez Sársfield, Córdoba"
2490,USD 230.000,AV. YRIGOYEN 150,"Nueva Córdoba, Córdoba"
2491,USD 63.000,Av Colon 3048,"Alto Alberdi, Córdoba"
2492,USD 650.000,"Molinos de Torre, Country Lomas de la Carolina ","Lomas de la Carolina, Córdoba"
2493,USD 260.000,Luis Guemes 6500,"La Carolina, Córdoba"
2494,USD 60.200,Av. 24 de Setiembre al 1300,"General Paz, Córdoba"
2495,USD 73.000,Ituzaingo Esquina Bolivia,"Nueva Córdoba, Córdoba"
2496,USD 79.000,Ramon Ocampo 1661,"San Vicente, Córdoba"
2497,USD 64.900,Rondeau 69,"Nueva Córdoba, Córdoba"
2498,USD 182.000,Av Bernardo O'higgins 6100,"Greenville II, Córdoba"
2499,USD 140.000,Boulevard Poeta Lugones 72,"Nueva Córdoba, Córdoba"
2500,USD 205.000,Nuñez del Prado 2700,"Alto Verde, Córdoba"
2501,USD 590.000,Barrio La Santina,"La Santina, Córdoba"
2502,USD 420.000,Milenica Rodriguez del Busto,"Alto Verde, Córdoba"
2503,USD 75.000,Gabino Blanco esquina Jose Urrutia 0,"Alto Alberdi, Córdoba"
2504,USD 500.000,MOLINO DE TORRES 5300,"El Bosque, Córdoba"
2505,USD 93.000,Brasil 134,"Nueva Córdoba, Córdoba"
2506,USD 160.000,fenelon zuviria 1070,"Las Rosas, Córdoba"
2507,USD 680.000,,"Altos del Chateau, Córdoba"
2508,USD 105.000, GRAL MARTIN DE GÜEMES 331,"General Paz, Córdoba"
2509,USD 144.000,s/d 0,"Jardín, Córdoba"
2510,Consultar precio,Ovidio Lagos 200,"General Paz, Córdoba"
2511,USD 57.000,Faustino Allende al 600,"Cofico, Córdoba"
2512,USD 135.000,"Av. Padre Luchesse 3,5","Comarca de Allende, Córdoba"
2513,USD 145.000,Buenos Aires 411,"Nueva Córdoba, Córdoba"
2514,USD 58.000,Av Colon 6200,"Alto Villasol, Córdoba"
2515,USD 140.000,Quiroga Sarmiento 4600,"Alejandro Centeno, Córdoba"
2516,USD 79.000,Peru 140,"Nueva Córdoba, Córdoba"
2517,USD 140.000,Armada Argentina 6000,"San Ignacio Village, Córdoba"
2518,USD 47.000,,"Alta Córdoba, Córdoba"
2519,USD 98.000,Av. Vélez Sarsfield 1800 4°,"Nueva Córdoba, Córdoba"
2520,USD 85.000,,"Jardín, Córdoba"
2521,USD 96.000,,"General Paz, Córdoba"
2522,$ 100,Ayacucho 300 - Posesion 2023 -,"Centro, Córdoba"
2523,USD 88.000,Novillo Martinez al 500 - B° SAN Daniel,"Córdoba, Córdoba"
2524,USD 195.000,san Javier Traslasierra,"Córdoba, Córdoba"
2525,USD 97.000,,"DOCTA, Córdoba"
2526,$ 4.300.000,lamadrid 128,"Bajo General Paz, Córdoba"
2527,USD 87.000,Avenida la donosa,"Docta Boulevard, DOCTA"
2528,USD 260.000,Los Aromas,"Los Aromas, Valle Escondido "
2529,USD 65.000,Av. Chacal 8995,"Argüello, Córdoba"
2530,USD 42.000,sucre 2247,"Alta Córdoba, Córdoba"
2531,USD 170.000,,"Lomas del Chateau, Córdoba"
2532,USD 110.000,Juan B Justo 2725,"Alta Córdoba, Córdoba"
2533,$ 99.000, BODEREAU 8766,"La Catalina Urbanizacion Residencial, Córdoba"
2534,USD 460.000,la santina country central,"La Santina, Córdoba"
2535,USD 41.500,Viamonte al 1200,"General Paz, Córdoba"
2536,USD 115.000,Departamento 2 Dormitorios en Condominio Livette - Zona Norte,"Livette Chateau Córdoba, Córdoba"
2537,USD 72.000,Lima 1384,"General Paz, Córdoba"
2538,USD 190.000,Duplex - Greenville 2 - Venta - 3 Dor.,"Centro, Córdoba"
2539,USD 85.000,Parana al 600,"Nueva Córdoba, Córdoba"
2540,USD 58.000,La Coruña al 1700,"Maipú, Córdoba"
2541,USD 135.000,Miradores De Manantiales Lote / N° 0,"Miradores de Manantiales, Córdoba"
2542,USD 40.000,Avellaneda 1398,"Cofico, Córdoba"
2543,USD 135.000,Figueroa y Mendoza 908 ,"URCA, Córdoba"
2544,USD 85.000,Ituzaingo al 1200,"Nueva Córdoba, Córdoba"
2545,USD 230.000,Marcelo T. Alvear 368,"Centro, Córdoba"
2546,USD 57.000,Bedoya al 200,"Cofico, Córdoba"
2547,USD 190.000,Buenos Aires 840,"Nueva Córdoba, Córdoba"
2548,USD 220.000,Jardin de las Terjas - Jose Enrique Ordoñez al 200,"Las Tejas del Sur, Córdoba"
2549,$ 17.800.000,Ayacucho 341,"Centro, Córdoba"
2550,USD 83.000,ITUZAINGO,"Nueva Córdoba, Córdoba"
2551,USD 164.000,A tres cuadras de Colegio La Salle,"Argüello, Córdoba"
2552,USD 78.000,Bv Chacabuco 660,"Nueva Córdoba, Córdoba"
2553,USD 78.000,,"Argüello, Córdoba"
2554,USD 99.900,,"Córdoba, Córdoba"
2555,USD 43.000,,"Alta Córdoba, Córdoba"
2556,USD 99.000,Estados Unidos 4100,"Altamira, Córdoba"
2557,USD 79.000,27 de Abril 586,"Centro, Córdoba"
2558,USD 58.900,Duarte Quirós 670,"Centro, Córdoba"
2559,USD 115.000,Av Valparaiso 7500,"Distrito Sur, Córdoba"
2560,USD 540.000,Las Delicias,"Las Delicias, Córdoba"
2561,USD 189.000,Obispo Lascano 2500,"Parque Chacabuco, Córdoba"
2562,USD 53.000,25 de Mayo 1639,"General Paz, Córdoba"
2563,USD 130.000,Mariano Larra 3900,"URCA, Córdoba"
2564,USD 93.000,Docta Etapa - Etapa 1 - Barrio Cerrado,"DOCTA, Córdoba"
2565,USD 65.000,FRUCTUOSO RIVERA 412,"Güemes, Córdoba"
2566,USD 169.000,Santa Cruz 75,"Residencial Santa Ana, Córdoba"
2567,USD 37.000,CORONEL OLMEDO 252,"Alberdi, Córdoba"
2568,USD 51.900,colon 5034,"Teodoro Felds, Córdoba"
2569,USD 120.000,,"Centro, Córdoba"
2570,USD 185.000,Azopardo Enquen 6045,"Argüello, Córdoba"
2571,USD 144.999,Mariano Larra 3457,"URCA, Córdoba"
2572,Consultar precio,Lima al 1600,"Córdoba, Córdoba"
2573,USD 149.000,Salamanca al 2200,"Maipú, Córdoba"
2574,USD 69.000,CAÑADA Y 9 DE JULIO,"Centro, Córdoba"
2575,USD 250.000,Don Bosco 5000,"Don Bosco, Córdoba"
2576,USD 104.000,C. Publica 0,"Docta Boulevard, DOCTA"
2577,USD 22.000,,"San Vicente, Córdoba"
2578,USD 70.000,Bv Chacabuco 439,"Nueva Córdoba, Córdoba"
2579,USD 68.000,,"Los Robles, Córdoba"
2580,USD 80.000,Estrada y Buenos Aires,"Nueva Córdoba, Córdoba"
2581,USD 169.000,Obispo Malvar y Pinto 1756,"Talleres Oeste, Córdoba"
2582,USD 219.000,Bv. Chacabuco 500,"Nueva Córdoba, Córdoba"
2583,USD 320.000,"Mediland, Lamarca","URCA, Córdoba"
2584,USD 85.000,DON BOSCO 6170,"Los Robles, Córdoba"
2585,USD 30.250,Vélez Sarsfield 1300,"Nueva Córdoba, Córdoba"
2586,USD 36.000,,"Alta Córdoba, Córdoba"
2587,USD 360.000,Colectora AU RN 20 km 14 1,"Siete Soles Naturaleza Urbana, Córdoba"
2588,USD 125.000,GOBERNADOR OLMOS,"Villa Belgrano, Córdoba"
2589,USD 63.000,Viamonte 200,"General Paz, Córdoba"
2590,USD 22.500,Carlos Pellegrini al 1400,"San Vicente, Córdoba"
2591,USD 55.000,Parana al 300,"Nueva Córdoba, Córdoba"
2592,USD 40.000,Av Pueyrredón 500 3°,"Güemes, Córdoba"
2593,USD 119.000,Prados de Manantiales 0,"Riberas de Manantiales, Córdoba"
2594,USD 145.000,,"Alto Verde, Córdoba"
2595,USD 225.000,Alberto Nicasio 6889,"Argüello, Córdoba"
2596,USD 220.000,Av. Recta Martinolli 8100,"Córdoba, Córdoba"
2597,USD 250.000,Roberto Barany al 5000,"Villa Belgrano, Córdoba"
2598,USD 250.000,San Antonio 2500,"Quintas San Jorge, Córdoba"
2599,USD 89.000,Obispo Trejo al 1100,"Nueva Córdoba, Córdoba"
2600,USD 105.000,Félix Frías y 24 de Septiembre s/n,"General Paz, Córdoba"
2601,USD 53.900,24 de septiembre 1569,"General Paz, Córdoba"
2602,USD 45.000,Ciriaco Ortiz 1500,"Córdoba, Córdoba"
2603,USD 45.000,AV. INTENDENTE MESTRE ,"Alberdi, Córdoba"
2604,USD 47.000,MARIANO FRAGUEIRO 1324,"Alta Córdoba, Córdoba"
2605,USD 40.000,Av Pueyrredón al 800,"Nueva Córdoba, Córdoba"
2606,$ 62.000,Mariano Fragueiro 585,"Ducasse, Córdoba"
2607,USD 52.000,Calle Caseros al 1700,"Alberdi, Córdoba"
2608,USD 120.000,Av. Colón 4933,"Teodoro Felds, Córdoba"
2609,USD 116.000,miradores de manantiales 0,"Quebrada de Manantiales, Córdoba"
2610,USD 22.000,Rivadeo 1180,"Córdoba, Córdoba"
2611,USD 87.000,Claudio Cuenca 2164,"Villa Cabrera, Córdoba"
2612,USD 96.000,Obispo Salguero al 466 NVA CBA,"Nueva Córdoba, Córdoba"
2613,USD 95.000,Damaso centeno,"Villa Argentina, Córdoba"
2614,USD 60.000,Eugenio Galli 200,"Las Palmas, Córdoba"
2615,USD 285.000,Roberto Boyle 6080 Haus 115,"Villa Belgrano, Córdoba"
2616,USD 57.500,25 de Mayo al 300,"Centro, Córdoba"
2617,USD 155.000,DOMINGO ALBARIÑOS 8451,"Argüello, Córdoba"
2618,USD 90.000,Braile 2487,"Sarmiento, Córdoba"
2619,USD 104.000,DOCTA AVENIDA,"Docta Avenida, DOCTA"
2620,USD 220.000,Barros Pasos 3536,"Córdoba, Córdoba"
2621,USD 35.000,9 de julio 883,"Centro, Córdoba"
2622,USD 115.000,"docta, Córdoba, Córdoba, Argentina.","DOCTA, Córdoba"
2623,USD 230.000,"Mario Flores 4278, Tejas del Sur","Las Tejas del Sur, Córdoba"
2624,USD 395.000,Republica de China 1,"Los Sueños, Valle Escondido "
2625,USD 42.000,Montevideo 889,"Observatorio, Córdoba"
2626,USD 23.000,Egeo - Sol De Mayo Y Luis De Agote,"Los Naranjos, Córdoba"
2627,USD 490.000,Celso Barrios 1502,"Jockey Club, Córdoba"
2628,USD 180.000,Coronel Olmedo,"Alberdi, Córdoba"
2629,USD 850.000,Country DEL Jockey,"Jockey Club, Córdoba"
2630,USD 45.000,platon 3017,"Zumarán, Córdoba"
2631,USD 85.000,PASAJE EMILIO HUESPE 75,"Centro, Córdoba"
2632,USD 165.000,,"Chacra del Norte, Córdoba"
2633,USD 217.000,Chacabuco al 600,"Nueva Córdoba, Córdoba"
2634,USD 43.500,Colon 1420,"Alberdi, Córdoba"
2635,USD 135.000,Melincue 800,"Las Tejas del Sur, Córdoba"
2636,USD 495.000,Molino de Torres 5301,"El Bosque, Córdoba"
2637,USD 230.000,Av. Ohiggins 6800,"Quintas de Flores, Córdoba"
2638,USD 105.000,,"Docta Boulevard, DOCTA"
2639,USD 75.000,Parana al 400,"Nueva Córdoba, Córdoba"
2640,USD 130.000,Lima 1600 5°,"General Paz, Córdoba"
2641,USD 120.000,Igualdad 5986,"Quebrada de las Rosas, Córdoba"
2642,USD 195.000,Montevideo 447,"Nueva Córdoba, Córdoba"
2643,USD 95.000,San Lorenzo al 100,"Nueva Córdoba, Córdoba"
2644,USD 115.000,Agustin Argibay,"Colinas del Cerro, Córdoba"
2645,USD 69.000,av velez Sarsfield 1100,"Nueva Córdoba, Córdoba"
2646,USD 54.000,Friuli al 1800,"Güemes, Córdoba"
2647,USD 82.000,Crisol 200 8°,"Nueva Córdoba, Córdoba"
2648,USD 385.000,Jimenez de Lorca 4660,"Cerro de las Rosas, Córdoba"
2649,USD 20.000,Diagonal Ica 780,"General Bustos, Córdoba"
2650,USD 150.000,greenville 2,"Greenville II, Córdoba"
2651,USD 67.000,Rafael García 3236,"San Fernando, Córdoba"
2652,USD 240.000,NICEFORO CASTELLANO 5400,"Granja de Funes, Córdoba"
2653,USD 36.000,AVENIDA COLON 2429,"Alberdi, Córdoba"
2654,USD 206.000,Juan Nepper al 6300,"Villa Belgrano, Córdoba"
2655,USD 65.000,Fructuoso Rivera 412,"Nueva Córdoba, Córdoba"
2656,USD 60.000,Bv San Juan 995,"Observatorio, Córdoba"
2657,USD 125.000,Chacabuco al 1200,"Nueva Córdoba, Córdoba"
2658,USD 115.000,Julian Aguirre 3000,"Juan XXIII, Córdoba"
2659,USD 95.000,San Lorenzo 322,"Nueva Córdoba, Córdoba"
2660,USD 39.000,,"San Martín, Córdoba"
2661,USD 278.000,Boulevard Chacabuco 660,"Nueva Córdoba, Córdoba"
2662,USD 37.000,Coronel Olmedo 133,"Alberdi, Córdoba"
2663,USD 100.000,Rosario de Santa Fe 1100,"General Paz, Córdoba"
