,Precio,Direccion,Barrio
4420,$ 40.000,Gorriti al 900,"San Vicente, Córdoba"
4421,USD 150.000,Heriberto Martínez 5825,"Villa Belgrano, Córdoba"
4422,USD 85.000,Celso barrios 2500,"Jardín del sur, Córdoba"
4423,USD 235.000,,"Córdoba, Córdoba"
4424,USD 54.000,TEGUCIGALPA 1735,"Centro América, Córdoba"
4425,USD 53.000,pasaje Carlucci 35,"Nueva Córdoba, Córdoba"
4426,USD 16.200,,"General Pueyrredón, Córdoba"
4427,USD 290.000,Cañitas,"Cañitas, Córdoba"
4428,USD 310.000,San Judas Tadeo 8000,"Lomas de los Carolinos, Córdoba"
4429,USD 480.000,La Pankana,"Villa Warcalde, Córdoba"
4430,USD 270.000,Jardin Espinosa - Espinsa Amespil al 3500,"Jardín Espinosa, Córdoba"
4431,USD 128.000,Calandria 100 3°,"Barrio Privado Chateau Carreras, Córdoba"
4432,USD 70.000,Fournier 2160,"Ameghino Sud, Córdoba"
4433,USD 140.000,Baradero al 1800,"Jardín, Córdoba"
4434,USD 108.000,Bv Los Alemanes 6100,"Nuevo Argüello, Córdoba"
4435,USD 105.000,Ricardo Rojas 9800,"Villa Rivera Indarte, Córdoba"
4436,USD 76.000,Bv. Ilia 218,"Nueva Córdoba, Córdoba"
4437,USD 62.000,,"General Pueyrredón, Córdoba"
4438,USD 178.000,Carlos Nicole 5817,"Villa Belgrano, Córdoba"
4439,USD 140.000,Ricardo Rojas 7478,"Argüello, Córdoba"
4440,USD 38.000,Emilio Achaval 1073,"Observatorio, Córdoba"
4441,USD 55.000,Mariano Fragueiro 252,"Centro, Córdoba"
4442,USD 120.000,LA Docta,"Córdoba, Córdoba"
4443,USD 49.000,calle publica SN sn,"Los Boulevares, Córdoba"
4444,USD 60.000,Bv Pte. Umberto Arturo Illia 654,"Nueva Córdoba, Córdoba"
4445,USD 85.000,Camino Autopista Cordoba - Villa Carlos Paz (AU 20 Justiniano Posse / RN 20) - Argentina,"Docta Boulevard, DOCTA"
4446,USD 79.000,Colinas DE Manantiales,"Córdoba, Córdoba"
4447,USD 300.000,Enrique Cavendish al 6100,"Villa Belgrano, Córdoba"
4448,USD 90.000,,"Empalme, Córdoba"
4449,USD 75.000,obispo trejo 1318,"Nueva Córdoba, Córdoba"
4450,USD 52.000,PARANA 400,"Nueva Córdoba, Córdoba"
4451,USD 600.000,Country Jockey Club - Fondo Golf,"Country Jockey Club, Córdoba"
4452,USD 135.000,Juan José Castro 2957,"El Trébol, Córdoba"
4453,USD 550.000,Impecable! La Reserva 450mtrs. - Lote Central Esquina 1009mtrs.,"La Reserva, Córdoba"
4454,USD 75.000,Chacabuco 775,"Nueva Córdoba, Córdoba"
4455,USD 45.000,Estrada 73,"Nueva Córdoba, Córdoba"
4456,USD 60.500,,"Los Naranjos, Córdoba"
4457,USD 46.000,Paraguay 970,"Córdoba, Córdoba"
4458,USD 340.000,Jardines Del Jockey Lote / N° 0,"Córdoba, Córdoba"
4459,USD 76.000,Av. Poeta Lugones al 200,"Nueva Córdoba, Córdoba"
4460,USD 28.500,Av Colon,"Alberdi, Córdoba"
4461,USD 167.000,Salto al 400,"Juniors, Córdoba"
4462,Consultar precio,,"Ejército Argentino, Córdoba"
4463,USD 195.000,Av. O´higgins 6000,"Greenville II, Córdoba"
4464,USD 240.000,Pablo Buitrago 6000,"Argüello, Córdoba"
4465,USD 45.000,"Crisol, Nueva Cordoba, Cordoba","Nueva Córdoba, Córdoba"
4466,USD 220.000,Ambriosio Taravella 6129,"Argüello, Córdoba"
4467,USD 64.000,Güemes al 300,"General Paz, Córdoba"
4468,USD 83.000,Obispo Oro al 300 NVA CBA,"Alta Córdoba, Córdoba"
4469,USD 170.000,Molina Navarrete 1312,"URCA, Córdoba"
4470,USD 160.000,COLON 76,"Centro, Córdoba"
4471,USD 310.000,Carlos Laveran 5900,"Villa Belgrano, Córdoba"
4472,USD 32.000,9 de Julio 3300,"Alto Alberdi, Córdoba"
4473,USD 180.000,9 de Julio 370,"Centro, Córdoba"
4474,USD 109.000,Gumersindo Sayago 2337,"Colinas de Vélez Sársfield, Córdoba"
4475,USD 100.000,Bv. San Juan 300,"Centro, Córdoba"
4476,Consultar precio,Docta,"DOCTA, Córdoba"
4477,USD 150.000,DR. FEDERICO PADULA 3539,"Residencial Vélez Sársfield, Córdoba"
4478,USD 990.000,Av. Molino de Torres 1000,"El Bosque, Córdoba"
4479,USD 40.000,Rodriguez Peña 1666,"Alta Córdoba, Córdoba"
4480,USD 35.000,,"Alto Alberdi, Córdoba"
4481,USD 45.000,Av Colon 3000,"Alto Alberdi, Córdoba"
4482,USD 109.000,Luis Ignacio Velez 1125,"Rogelio Martínez, Córdoba"
4483,USD 100.000,Bv. Chacabuco 300,"Nueva Córdoba, Córdoba"
4484,USD 120.000,Unquillo - Camino San José s/n,"Colón, Córdoba"
4485,USD 115.000,,"Córdoba, Córdoba"
4486,USD 420.000,Country Campiñas del Sur,"Córdoba, Córdoba"
4487,USD 38.000,Centro America al 1300,"San Vicente, Córdoba"
4488,USD 125.000,Cañada de Gomez 0,"Solares de Manantiales, Córdoba"
4489,USD 25.000,Adrian Beccar Varela 200,"Ejército Argentino, Córdoba"
4490,USD 115.000,,"Argüello, Córdoba"
4491,USD 52.000,24 de septiembre 1713,"General Paz, Córdoba"
4492,USD 125.000,Nuestra Señora Del Huerto 100,"Jardines del Olmo, Córdoba"
4493,USD 52.000,Lima 144,"Centro, Córdoba"
4494,USD 199.000,Potel Junot 6500,"Granja de Funes, Córdoba"
4495,USD 50.000,Fragueiro 2134,"Alta Córdoba, Córdoba"
4496,USD 55.000,Marcelo T. de alvear 500,"Centro, Córdoba"
4497,USD 45.000,Fragueiro 2134,"Alta Córdoba, Córdoba"
4498,USD 73.000,Ovidio Lagos 394,"General Paz, Córdoba"
4499,USD 430.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
4500,USD 600.000,Los itines,"Córdoba, Córdoba"
4501,USD 150.000,Berdardo O' Higgins 6100,"Greenville II, Córdoba"
4502,USD 359.000,Tycho Brahe 6000,"Villa Belgrano, Córdoba"
4503,USD 125.000,,"Nueva Córdoba, Córdoba"
4504,USD 48.000,san jose de calasanz,"Observatorio, Córdoba"
4505,USD 45.000,Soldado Ruiz 2359,"San Martín, Córdoba"
4506,USD 49.000,Bv San Juan 600 2°,"Alberdi, Córdoba"
4507,USD 97.000,DE LOS TOSCANOS,"Los Boulevares, Córdoba"
4508,USD 690.000,Barrio country la cascada 000,"La Cascada Country Golf, Córdoba"
4509,USD 220.000,"Villa Belgrano, Duplex en Venta","Villa Belgrano, Córdoba"
4510,USD 48.000,Bedoya al 900,"Cofico, Córdoba"
4511,USD 58.000,Tillard al 1400,"Cofico, Córdoba"
4512,USD 450.000,Unnamed Road sin numero,"La Reserva, Córdoba"
4513,USD 125.000,Obispo Oro 345,"Nueva Córdoba, Córdoba"
4514,USD 135.000,Barrio Solares de Manantiales 000,"Solares de Manantiales, Córdoba"
4515,USD 140.000,Prados de Manantiales,"Prados de Manantiales, Córdoba"
4516,USD 67.000,Velez Sarsfield 1800,"Nueva Córdoba, Córdoba"
4517,USD 75.000,,"Rosedal, Córdoba"
4518,USD 78.000,Poeta Lugones 154,"Nueva Córdoba, Córdoba"
4519,USD 56.000,Duarte Quiros 987,"Córdoba, Córdoba"
4520,USD 28.000,Av. Colón 251,"Centro, Córdoba"
4521,USD 35.000,Avellaneda al 1500,"Cofico, Córdoba"
4522,USD 60.000,la rioja 619,"Centro, Córdoba"
4523,USD 130.000,Ituzaingo 1040,"Nueva Córdoba, Córdoba"
4524,USD 65.000,Fray Mamerto Esquiú 442,"General Paz, Córdoba"
4525,USD 159.000,Siete Soles,"Siete Soles Naturaleza Urbana, Córdoba"
4526,USD 150.000,Laguna Honda 8975,"Villa Rivera Indarte, Córdoba"
4527,USD 66.000,jose maria galan 251,"San Martín, Córdoba"
4528,USD 185.000,Juan Romualdo Báez 9,"Cañuelas Country Golf, Córdoba"
4529,USD 300.000,Chaco 1114,"Providencia, Córdoba"
4530,USD 155.000,Costas de Manantiales,"Costas de Manantiales, Córdoba"
4531,USD 74.000,jose maria galan 361,"San Martín, Córdoba"
4532,USD 435.000,independencia 1021,"Nueva Córdoba, Córdoba"
4533,USD 53.000,24 de Septiembre al 1600,"General Paz, Córdoba"
4534,USD 125.000,"Docta , Duplex en Alquiler y Venta","Córdoba, Córdoba"
4535,USD 180.000,San Luis 91 - Nueva Córdoba,"Córdoba, Córdoba"
4536,USD 55.000,Marcelo T de Alvear 1039,"Nueva Córdoba, Córdoba"
4537,USD 45.000,AVELLANEDA 682,"San Martín, Córdoba"
4538,USD 190.000,Poeta Lugones al 200,"Nueva Córdoba, Córdoba"
4539,USD 64.900,Valtodano 1372 Nueva Córdoba,"Nueva Córdoba, Córdoba"
4540,$ 85.000,Cañada de Gómez 100,"Córdoba, Córdoba"
4541,USD 330.000,Felix Olmedo 500,"Rogelio Martínez, Córdoba"
4542,USD 300.000,Quinta de los Nores,"Santa Isabel, Córdoba"
4543,USD 45.000,,"San Carlos, Córdoba"
4544,USD 120.000,H.Yrigoyen 46,"Nueva Córdoba, Córdoba"
4545,USD 115.000,,"Palmas de Claret, Córdoba"
4546,USD 690.000,,"Cerro de las Rosas, Córdoba"
4547,USD 46.000,LEVILIER 1916,"Talleres Este, Córdoba"
4548,USD 32.000,Alejandro Dumas 1500,"Bella Vista, Córdoba"
4549,USD 92.000,Av. Donosa SN,"DOCTA, Córdoba"
4550,USD 20.000,Enrique Banchs 228,"Los Alamos, Córdoba"
4551,USD 79.000,Cañada de Gomez 100,"Colinas de Manantiales, Córdoba"
4552,USD 78.000,Llote 16 mza 82,"Córdoba, Córdoba"
4553,USD 63.000,,"General Paz, Córdoba"
4554,$ 65.000,,"Alto Alberdi, Córdoba"
4555,USD 31.500,Av Colon 1000,"Alberdi, Córdoba"
4556,USD 136.000,Alberto Nicasio 7181,"Villa Belgrano, Córdoba"
4557,USD 65.500,Felix Frias 61,"General Paz, Córdoba"
4558,USD 500.000,Las Delicias,"Las Delicias, Córdoba"
4559,USD 39.000,coronel olmedo,"Alberdi, Córdoba"
4560,USD 110.000,Complejo Bardas,"Córdoba, Córdoba"
4561,USD 60.000,LA Rioja al 300,"Centro, Córdoba"
4562,USD 94.000,Facundo Quiroga 2734,"Las Margaritas, Córdoba"
4563,USD 61.000,av colon 442,"Centro, Córdoba"
4564,USD 98.000,Gondola de Venecia 0,"Manantiales, Córdoba"
4565,USD 160.000,Rondeau al 500,"Córdoba, Córdoba"
4566,USD 60.000,De Los Regidores 1100,"Marqués de Sobremonte, Córdoba"
4567,USD 56.900,Pederenera 884,"San Vicente, Córdoba"
4568,USD 230.000,Miralla 1000,"Rogelio Martínez, Córdoba"
4569,USD 160.000,,"Granja de Funes, Córdoba"
4570,USD 280.000,FIDEL PELLIZA 7000,"Villa Belgrano, Córdoba"
4571,USD 119.000,RAMON CARCANO 200,"Balcones del Chateau, Córdoba"
4572,USD 490.000,Avenida José María Eguía Zanón 9128,"Villa Warcalde, Córdoba"
4573,USD 240.000,Obispo Salguero 683,"Nueva Córdoba, Córdoba"
4574,USD 120.000,Ernesto Piotti 6258,"Villa Belgrano, Córdoba"
4575,USD 86.000,Mariano Fragueiro al 500,"Centro, Córdoba"
4576,USD 140.000,JUAN DE DIOS CORREAS 7000,"El Refugio, Córdoba"
4577,USD 39.000,Emilio Salgari 1800,"Empalme, Córdoba"
4578,USD 179.000,Spilimbergo,"Chacra del Norte, Córdoba"
4579,USD 38.000,Carlos Tejedor al 1500,"San Vicente, Córdoba"
4580,USD 65.000,Bedoya 531,"Cofico, Córdoba"
4581,USD 180.000,,"Quintas de Arguello, Córdoba"
4582,USD 49.000,Emilio Caraffa al 2200,"Villa Cabrera, Córdoba"
4583,USD 110.000,,"Nueva Córdoba, Córdoba"
4584,USD 50.000,GUEMES 371,"Altos de General Paz, Córdoba"
4585,USD 120.000,,"Jardín Espinosa, Córdoba"
4586,USD 65.000,,"Nueva Córdoba, Córdoba"
4587,USD 110.000,Costas de Manantiales 23,"Manantiales, Córdoba"
4588,USD 58.000,PJE CUCHI CORRAL 649,"Alberdi, Córdoba"
4589,USD 355.000,Jardin de Claret,"Córdoba, Córdoba"
4590,USD 120.000,Solares de Manantiales,"Manantiales, Córdoba"
4591,USD 650.000,Barrancas DEL SUR,"Barrancas del Sur, Córdoba"
4592,USD 150.000,Juan Ignacio Madariaga 5767,"Argüello, Córdoba"
4593,USD 700.000,Chateau Village,"Villa Belgrano, Córdoba"
4594,USD 27.999,Bialet Masse 1700 4°,"Providencia, Córdoba"
4595,USD 36.000,Caseros 1061,"Alberdi, Córdoba"
4596,USD 185.000,Roberto Barany 6000,"Villa Belgrano, Córdoba"
4597,USD 600.000,,"La Cascada Country Golf, Córdoba"
4598,Consultar precio,Casonas del Sur 2 000,"Córdoba, Córdoba"
4599,USD 39.000,Felix Frias 14,"Córdoba, Córdoba"
4600,USD 50.000,Urrutia 815,"Alto Alberdi, Córdoba"
4601,USD 165.000,Villa Belgrano - Laveran al 6100,"Villa Belgrano, Córdoba"
4602,USD 270.000,,"Villa Belgrano, Córdoba"
4603,USD 45.000,Felix Paz 1000,"Los Plátanos, Córdoba"
4604,USD 55.000,Poeta Lugones 24,"Nueva Córdoba, Córdoba"
4605,USD 115.000,Crisol 100 6°,"Nueva Córdoba, Córdoba"
4606,USD 190.000,Ovidio Lagos al 300,"General Paz, Córdoba"
4607,USD 50.000,Aldo Facundo Vergara 623,"Las Dalias, Córdoba"
4608,USD 40.000,Los Hornillos 2281,"Bialet Massé, Córdoba"
4609,USD 65.000,,"Centro, Córdoba"
4610,USD 49.000,Bv San Juan 600 2°,"Alberdi, Córdoba"
4611,USD 170.000,Assunta 9400,"Villa Rivera Indarte, Córdoba"
4612,USD 48.000,bv San juan 306,"Centro, Córdoba"
4613,USD 135.000,Renault impira donosa,"Manantiales, Córdoba"
4614,USD 95.000,San Ignacio Village Mza 79,"Manantiales, Córdoba"
4615,USD 80.000,"Rondeau 533, Córdoba, Córdoba, Argentina.","Nueva Córdoba, Córdoba"
4616,USD 35.000,,"Alto Alberdi, Córdoba"
4617,$ 450.000,Edmundo Mariotte 5440,"Córdoba, Córdoba"
4618,USD 25.000,Urquiza 300,"Alberdi, Córdoba"
4619,USD 120.000,bedoya 74,"Cofico, Córdoba"
4620,USD 277.800,Altamira al 800,"Córdoba, Córdoba"
4621,USD 300.000,Quinta de los Nores,"Santa Isabel, Córdoba"
4622,USD 150.000,Canteras de Quilpo 8785,"La Catalina, Villa Rivera Indarte"
4623,USD 110.000,Francisco Ramírez 1391,"Cofico, Córdoba"
4624,USD 32.000,Colon al 2800,"Alto Alberdi, Córdoba"
4625,USD 140.000,CHACO 357,"Alberdi, Córdoba"
4626,USD 100.000,Poeta Lugones 72,"Nueva Córdoba, Córdoba"
4627,USD 180.000,Lote 11 Manzana 267,"Comarca de Allende, Córdoba"
4628,USD 590.000,Av. Ejército Argentino 1000,"Lomas de la Carolina, Córdoba"
4629,USD 45.000,Sucre 3500,"Panamericano, Córdoba"
4630,USD 175.000,Cabo Varas,"Tejas II, Córdoba"
4631,USD 60.000,OBISPO TREJO 828,"Nueva Córdoba, Córdoba"
4632,$ 140.000,Santa Rosa 1400,"Alberdi, Córdoba"
4633,USD 230.000,,"Rogelio Martínez, Córdoba"
4634,USD 102.000,M. Alvarez de las casas 585,"Residencial América, Córdoba"
4635,USD 135.000,Miradores de Manantiales 1000,"Miradores de Manantiales, Córdoba"
4636,USD 55.000,24 de Septiembre al 800,"General Paz, Córdoba"
4637,USD 42.000,9 de Julio 822,"Alberdi, Córdoba"
4638,$ 155.000, Av. Valparaíso 4900,"La Luisita, Córdoba"
4639,USD 145.000,Crisol 300,"Nueva Córdoba, Córdoba"
4640,USD 180.000,rodriguez peña 2923,"Alta Córdoba, Córdoba"
4641,USD 189.000,Complejo Costa Belgrano - Villa Belgrano - Roberto Boyle al 6100,"Villa Belgrano, Córdoba"
4642,USD 143.000,Costas de Manatiales,"Costas de Manantiales, Córdoba"
4643,USD 130.000,,"Nueva Córdoba, Córdoba"
4644,USD 375.000,Av Repúbica de china 2000,"Valle Escondido , Córdoba"
4645,USD 69.000,marco del pont,"General Mosconi, Córdoba"
4646,USD 115.000,LA Catalina,"La Catalina Urbanizacion Residencial, Córdoba"
4647,USD 280.000,Av. Cdad de Valparaíso al 4200,"Jockey Club, Córdoba"
4648,USD 70.000,Av. Rosario de Santa Fe al 711,"General Paz, Córdoba"
4649,USD 61.500,B° Gral Paz Depto de un Dormitorio A Estrenar Externo con Amplio Balcon Piscina SUM,"General Paz, Córdoba"
4650,USD 115.000,Baracaldo 2647,"Villa Cabrera, Córdoba"
4651,USD 400.000,,"URCA, Córdoba"
4652,USD 170.000, Av Gauss 4600,"Villa Belgrano, Córdoba"
4653,USD 45.000,AVENIDA SANTA FE Y MARIANO BENITEZ,"Providencia, Córdoba"
4654,USD 145.000,,"Quebrada de las Rosas, Córdoba"
4655,USD 65.000,Dean Funes al 800,"Alberdi, Córdoba"
4656,USD 176.200,Emilio Lamarca 4135,"URCA, Córdoba"
4657,USD 80.000,Humberto Primo 3900,"Córdoba, Córdoba"
4658,USD 70.000,Ramon Gil Barros 1300,"Parque San Vicente, Córdoba"
4659,USD 750.000,Ayres del Sur,"Ayres del Sur, Córdoba"
4660,USD 75.000,Av. Velez Sarsfield 1160,"Nueva Córdoba, Córdoba"
4661,USD 99.000,Facundo DE Zuviria 1300 Juniors,"Juniors, Córdoba"
4662,Consultar precio,av Gauss,"Villa Belgrano, Córdoba"
4663,USD 69.000,Figueroa Alcorta 200 10°,"Centro, Córdoba"
4664,USD 360.000,Los Glaciares ,"La Reserva, Córdoba"
4665,USD 115.000,,"Nueva Córdoba, Córdoba"
4666,USD 43.000,Faustino Allende 653,"Cofico, Córdoba"
4667,USD 195.000,Huascar al 8600,"Argüello, Córdoba"
4668,USD 510.000,Country Las Delicias,"Las Delicias, Córdoba"
4669,USD 71.000,"1 Dormitorio con Balcón, Edificio con Piscina y Asadores en Terraza, Vélez Sársfield al 700, Barrio Güemes","Güemes, Córdoba"
4670,USD 49.000,C. Las toscas 1224,"Villa Esquiú, Córdoba"
4671,USD 32.000,Cerro Pan de Azúcar esq. Cerro Pistarini s/n,"Córdoba, Córdoba"
4672,USD 120.000,Juan Batlle Planas 2600,"Tablada Park, Córdoba"
4673,USD 108.000,27 de abril 586,"Centro, Córdoba"
4674,USD 32.000,27 DE ABRIL 980,"Alberdi, Córdoba"
4675,USD 28.500,"Dean Funes 814, cordoba","Centro, Córdoba"
4676,USD 249.000,La Carolina 5735,"La Carolina, Córdoba"
4677,USD 110.000,"Cañada de Gómez, Córdoba 100","Manantiales, Córdoba"
4678,USD 50.000,,"Centro, Córdoba"
4679,USD 165.000,Melincue 001,"Jardín, Córdoba"
4680,USD 63.000,Lima 1300 4°,"General Paz, Córdoba"
4681,Consultar precio,Ambrosio Olmos al 670,"Nueva Córdoba, Córdoba"
4682,USD 44.000,Pueyrredon 815,"Observatorio, Córdoba"
4683,USD 58.000,Transito Caceres AL 400,"Nueva Córdoba, Córdoba"
4684,USD 119.000,Colinas de Manantiales 0,"Manantiales, Córdoba"
4685,$ 96.000, Av. Valparaíso 6590,"La Calandria, Córdoba"
4686,USD 249.000,Tycho Brahe al 4900,"Villa Belgrano, Córdoba"
4687,USD 110.000,9 de Julio 674,"Centro, Córdoba"
4688,USD 115.000,,"San Salvador, Córdoba"
4689,USD 105.000,lima 1300,"General Paz, Córdoba"
4690,USD 97.000,Felix Frías 344,"General Paz, Córdoba"
4691,USD 175.000,Aston 6130,"Villa Belgrano, Córdoba"
4692,USD 180.000,Juan Romualdo Baez,"Cañuelas Country Golf, Córdoba"
4693,USD 98.000,Prados de Manantiales 0,"Prados de Manantiales, Córdoba"
4694,USD 170.000,,"Alejandro Centeno, Córdoba"
4695,USD 64.000,av del Piamonte,"Balcones del Chateau, Córdoba"
4696,USD 76.500,Velez Sarsfield 762,"Nueva Córdoba, Córdoba"
4697,USD 70.000,"Av. Colón 350, X5022 Córdoba","Centro, Córdoba"
4698,USD 345.000,Avenida del Centro,"Colón, Córdoba"
4699,USD 72.000,Chiriño De Posadas 4995,"José Ignacio Díaz, Córdoba"
4700,USD 64.000,Lima,"General Paz, Córdoba"
4701,USD 80.000,,"Cofico, Córdoba"
4702,USD 40.000,Granada 2800,"Colón, Córdoba"
4703,USD 95.000,Esposos Curie 1300 8°,"Crisol, Córdoba"
4704,USD 1,Rondeau al 400,"Nueva Córdoba, Córdoba"
4705,USD 360.000,Teodoro Ricardo Richard al 6500,"Argüello, Córdoba"
4706,USD 390.000,Av. Ejercito Argentino 500,"Las Delicias, Córdoba"
4707,USD 110.000,Manuel Esteban Pizarro al 2554,"Córdoba, Córdoba"
4708,USD 89.900,Vélez Sarfield 1400,"Nueva Córdoba, Córdoba"
4709,USD 690.000,Country Jockey Club,"Country Jockey Club, Córdoba"
4710,USD 120.000,Avenida Armada Argentina 5700,"San Ignacio Village, Córdoba"
4711,USD 72.000,Ambrosio Olmos 969,"Nueva Córdoba, Córdoba"
4712,USD 98.000,Andrés Piñero 6841,"Argüello, Córdoba"
4713,USD 70.000,Montevideo 764,"Observatorio, Córdoba"
4714,USD 129.900,Juan Battle Planas 2600,"Tablada Park, Córdoba"
4715,USD 100,,"URCA, Córdoba"
4716,USD 250.000,Laprida 973,"Observatorio, Córdoba"
4717,USD 210.000,Dr Garzon Agulla al 400,"Juniors, Córdoba"
4718,USD 98.000,Obispo salguero 466,"Nueva Córdoba, Córdoba"
4719,USD 62.000,,"Nueva Córdoba, Córdoba"
4720,USD 260.000,La Rosella Villa 10,"Valle Escondido , Córdoba"
4721,USD 50.000,Av. Pueyrredón 843 ,"Observatorio, Córdoba"
4722,USD 169.000,Manzana 00,"Las Cañitas Villa Urbana, Córdoba"
4723,USD 185.000,Parmenio Ferrer al 4600,"Granja de Funes, Córdoba"
4724,USD 41.000,Dumesnil 1451,"Córdoba, Córdoba"
4725,USD 390.000,Jardines del Jockey,"Córdoba, Córdoba"
4726,USD 30.500,Vélez Sarsfield 1300,"Nueva Córdoba, Córdoba"
4727,USD 55.000,Carlos Bunge 4288,"General Artigas, Córdoba"
4728,USD 152.000,Aconquija 2892,"Parque Capital, Córdoba"
4729,USD 600.000,,"La Cascada Country Golf, Córdoba"
4730,USD 83.000,Docta,"Docta Boulevard, DOCTA"
4731,USD 108.000,Bv Los Alemanes 6100,"Nuevo Argüello, Córdoba"
4732,USD 50.000,Estados Unidos al 3500,"Córdoba, Córdoba"
4733,USD 350.000,Poeta Lugones 378,"Nueva Córdoba, Córdoba"
4734,USD 49.000,Martin Pinzon 1300,"San Martín, Córdoba"
4735,USD 85.000,Obispo Castellano al 1200,"San Vicente, Córdoba"
4736,USD 63.000,lima 1367,"General Paz, Córdoba"
4737,USD 59.000,av colon 5050,"Villa Urquiza, Córdoba"
4738,USD 135.000,,"Maipú, Córdoba"
4739,USD 170.000,,"General Paz, Córdoba"
4740,USD 35.000,DEAN FUNES 3150,"Nueva Córdoba, Córdoba"
4741,USD 340.000,Republica China 200,"Valle Escondido , Córdoba"
4742,USD 45.000,,"Centro, Córdoba"
4743,USD 169.500,Padre Alberione 6550,"El Refugio, Córdoba"
4744,USD 67.000,Peru 75 ,"Nueva Córdoba, Córdoba"
4745,$ 7.000.000,,"San Vicente, Córdoba"
4746,$ 330.000,Chacabuco 887,"Nueva Córdoba, Córdoba"
4747,USD 285.000,,"Quebrada de las Rosas, Córdoba"
4748,USD 260.000,Tejas DE SUR - Frente A Plaza - PB,"Las Tejas del Sur, Córdoba"
4749,USD 98.000,Lima al 700,"General Paz, Córdoba"
4750,USD 165.000,Casagrande Nores Martinez,"Jardín, Córdoba"
4751,USD 64.000,27 de abril 4250,"Las Palmas, Córdoba"
4752,USD 53.500,Jujuy 2064,"Alta Córdoba, Córdoba"
4753,USD 46.000,Florencia 3098,"Villa Azalais, Córdoba"
4754,USD 40.000,san Lorenzo al 200,"Nueva Córdoba, Córdoba"
4755,USD 310.000,Complejo Sureño de Manantiales,"Córdoba, Córdoba"
4756,USD 105.000,Ucacha 1800,"Empalme, Córdoba"
4757,USD 400.000,Santa Rosa 140,"Córdoba, Córdoba"
4758,USD 57.000,Brasil al 100,"Nueva Córdoba, Córdoba"
4759,USD 37.000,9 de Julio 883,"Centro, Córdoba"
4760,USD 83.000,Obispo Oro al 300 NVA CBA,"Alta Córdoba, Córdoba"
4761,USD 430.000,Sombra de Toro 10,"El Balcón, Valle Escondido "
4762,USD 75.000,,"Nueva Córdoba, Córdoba"
4763,USD 70.000,24 de Septiembre al 1331,"General Paz, Córdoba"
4764,USD 50.000,,"Centro, Córdoba"
4765,USD 1.000.000,Ricardo Rojas Kilometro al 36500,"Córdoba, Córdoba"
4766,Consultar precio,Malagueño 1074,"Jardín, Córdoba"
4767,USD 120.000,Jose Javier Diaz al 1500,"Jardín, Córdoba"
4768,USD 580.000,ROQUE FUNES ,"Cerro de las Rosas, Córdoba"
4769,USD 50.000,Jujuy,"Alta Córdoba, Córdoba"
4770,USD 55.000,Jose Varela Berro 3900,"Las Magnolias, Córdoba"
4771,USD 130.000,Ituzaingo 1040,"Nueva Córdoba, Córdoba"
4772,USD 165.000,Ramón y Cajal 5800,"Villa Belgrano, Córdoba"
4773,USD 38.000,san jose de calasanz,"Observatorio, Córdoba"
4774,USD 350.000,Chile 286,"Nueva Córdoba, Córdoba"
4775,USD 139.000,Arguello,"Córdoba, Córdoba"
4776,USD 110.000,,"Poeta Lugones, Córdoba"
4777,USD 135.000,Pistonala y Bv. Reanult 0,"Manantiales, Córdoba"
4778,USD 185.000,Spilimbergo y Circunvalación,"Córdoba, Córdoba"
4779,USD 55.000,BARTOLOME ARGENSOLA 1640,"Los Paraísos, Córdoba"
4780,USD 43.500,,"Alberdi, Córdoba"
4781,USD 120.000,Docta,"DOCTA, Córdoba"
4782,USD 100.000,Costas de Manantiales,"Costas de Manantiales, Córdoba"
4783,USD 40.000,Maestro Vidal 171,"Alberdi, Córdoba"
4784,USD 320.000,Gay Lussac 7312,"Villa Belgrano, Córdoba"
4785,USD 65.000,,"Alta Córdoba, Córdoba"
4786,USD 43.000,Gorriti al 900,"San Vicente, Córdoba"
