,Precio,Direccion,Barrio
10994,USD 120.000,Santiago Baravino 4300,"Poeta Lugones, Córdoba"
10995,USD 75.000,,"Alto Alberdi, Córdoba"
10996,USD 75.000,,"Colinas de Vélez Sársfield, Córdoba"
10997,USD 65.000,Av. Elpidio Gonzalez 1446,"Bella Vista, Córdoba"
10998,USD 25.000,Montevideo 772,"Güemes, Córdoba"
10999,USD 49.000,General Román Deheza 33,"General Paz, Córdoba"
11000,USD 35.000,Carlos Pellegrini 1000,"San Vicente, Córdoba"
11001,USD 445.000,LOS ALAMOS 1111,"El Bosque, Córdoba"
11002,USD 199.000,JULIO BORDA 1242,"URCA, Córdoba"
11003,USD 160.000,Celso Barrios al 3600,"Claros Village, Córdoba"
11004,USD 62.000,Bv. San Juan 550,"Nueva Córdoba, Córdoba"
11005,USD 120.000,Ibarlbaz 700,"General Paz, Córdoba"
11006,USD 138.600,Independencia al 900,"Nueva Córdoba, Córdoba"
11007,USD 59.000,Avenida Intendente Mestre 1160,"Alberdi, Córdoba"
11008,USD 250.000,Milenica Rodríguez del Busto,"Alto Verde, Córdoba"
11009,USD 450.000,E. Bodereau 7763,"Villa Rivera Indarte, Córdoba"
11010,USD 240.000,Monseñor José A Verdaguer 4799 4799,"Alejandro Centeno, Córdoba"
11011,USD 240.000,OBISPO SALGUERO 683,"Nueva Córdoba, Córdoba"
11012,USD 26.990,Adrian Beccar Varela 600 PB,"Jardín, Córdoba"
11013,USD 80.000,Sargento Romero 1512,"Carola Lorenzini, Córdoba"
11014,USD 44.000,san jose de calasanz 469,"Observatorio, Córdoba"
11015,Consultar precio,,"Residencial América, Córdoba"
11016,USD 130.000,AV. 24 DE SEPTIEMBRE 702,"General Paz, Córdoba"
11017,USD 210.000,Julio Borda 1242,"URCA, Córdoba"
11018,USD 370.000,,"Maipú, Córdoba"
11019,USD 49.000,San Esteban 0,"San Carlos, Córdoba"
11020,USD 75.000,Diego Cala 400,"Puente Blanco, Córdoba"
11021,$ 90.000,obispo oro 344,"Nueva Córdoba, Córdoba"
11022,USD 165.000,Claros del Bosque 0,"Claros Village, Córdoba"
11023,USD 48.000,Fray Mamerto Esquiú 40,"General Paz, Córdoba"
11024,USD 60.000,sarachaga 369,"Alta Córdoba, Córdoba"
11025,USD 85.000,De los toscanos 6300,"Los Boulevares, Córdoba"
11026,USD 73.700,,"Nueva Córdoba, Córdoba"
11027,USD 100.000,castro barros 75,"Centro, Córdoba"
11028,USD 75.000,Rosario de Santa Fe 500,"Centro, Córdoba"
11029,USD 109.000,,"Maipú, Córdoba"
11030,Consultar precio,Av Velez Sarsfield al 1100,"Nueva Córdoba, Córdoba"
11031,USD 99.900,CADIZ 2646 ,"Colón, Córdoba"
11032,USD 105.000,Maloca 8516,"Villa Allende Parque, Córdoba"
11033,USD 179.000,Avenida Marcelo T. de Alvear 0,"Córdoba, Córdoba"
11034,USD 83.000,TOLOSA 2383,"Crisol, Córdoba"
11035,USD 50.000,Padre Luis Monti 2800,"General Pueyrredón, Córdoba"
11036,USD 135.000,Victor Grignard 7100,"Córdoba, Córdoba"
11037,USD 45.000,Enfermera Clermont 717,"Alberdi, Córdoba"
11038,USD 110.000,,"Chateau Los Robles, Córdoba"
11039,USD 190.000,VALPARAISO 3100,"Iponá, Córdoba"
11040,USD 250.000,,"Jardín Claret, Córdoba"
11041,USD 37.000,Haedo 151,"Alto Alberdi, Córdoba"
11042,USD 39.000,Avenida General Paz 81,"Centro, Córdoba"
11043,USD 50.000,Sucre 62,"Centro, Córdoba"
11044,USD 40.000,Enfermera Clermont 700,"Alberdi, Córdoba"
11045,USD 340.000,,"La Carolina, Córdoba"
11046,USD 210.000,GAY LUSSAC 5700,"Villa Belgrano, Córdoba"
11047,USD 150.000,RAMON CARCANO 200,"Barrio Privado Chateau Carreras, Córdoba"
11048,USD 45.000,,"Alberdi, Córdoba"
11049,USD 70.000,General Paz 635,"Centro, Córdoba"
11050,$ 35.000,Los Tintines 700,"Ampliación América, Córdoba"
11051,USD 210.000,Beato Aníbal Di Francia 5000,"La Carolina, Córdoba"
11052,$ 75.000,Emilio Berisso 2800,"Las Magnolias, Córdoba"
11053,USD 32.000,Fructuoso Rivera 847,"Observatorio, Córdoba"
11054,USD 150.000,TARTAGAL 3915,"Parque Atlántica, Córdoba"
11055,USD 73.000,Lugones al 100,"Nueva Córdoba, Córdoba"
11056,USD 124.000,"San Antonio 2900, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
11057,USD 150.000,OMBU 2045,"Altos de Villa Cabrera, Córdoba"
11058,USD 75.000,Caseros 924,"Alberdi, Córdoba"
11059,USD 70.000,Duarte Quiros 2800,"Alberdi, Córdoba"
11060,USD 140.000,Tristan malbran 4050,"Cerro de las Rosas, Córdoba"
11061,USD 220.000,Recta Martinolli 8100,"Argüello, Córdoba"
11062,USD 319.000,JOSE MARIA EGUIA ZANON,"Villa Warcalde, Córdoba"
11063,USD 100.000,MONSEÑOR FERREYRA 6700,"Argüello, Córdoba"
11064,USD 53.000,,"General Paz, Córdoba"
11065,USD 158.000,Aconquija 2892,"Córdoba, Córdoba"
11066,USD 120.000,LAZARO LANGER 412,"Ciudadela, Córdoba"
11067,USD 27.000,,"San Vicente, Córdoba"
11068,USD 70.000,BV. SAN JUAN 373,"Centro, Córdoba"
11069,USD 225.000,,"Villa Belgrano, Córdoba"
11070,USD 135.000,"Valparaiso 6590,","La Calandria, Córdoba"
11071,USD 250.000,Argañaraz y Murguia 3700,"Jardín Espinosa, Córdoba"
11072,USD 160.000,BERNARDO O'HIGGINS 6200,"Greenville II, Córdoba"
11073,USD 70.000,Av Santa Fe 100. Entre 9 de julio y Av colón,"Alberdi, Córdoba"
11074,USD 45.000,,"Centro, Córdoba"
11075,USD 340.000,Av. José María Eguía Zanón 10100,"Villa Warcalde, Córdoba"
11076,USD 273.000,Av. Figueroa Alcorta 100,"Centro, Córdoba"
11077,USD 130.000,Independencia 500,"Nueva Córdoba, Córdoba"
11078,Consultar precio,"Humberto Primo 6100, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
11079,USD 80.000,Tomas de irobi 828,"Marqués de Sobremonte, Córdoba"
11080,USD 38.000,Jerónimo Luis de Cabrera 719,"Alta Córdoba, Córdoba"
11081,USD 380.000,ADOLFO ORMA 1770,"Cerro de las Rosas, Córdoba"
11082,USD 40.000,Parque Futura,"Parque Futura, Córdoba"
11083,USD 85.000,Domingo Zipoli esquina Av colon,"Córdoba, Córdoba"
11084,USD 79.600,Chacabuco 775,"Nueva Córdoba, Córdoba"
11085,USD 35.000,CASEROS 1152,"Alberdi, Córdoba"
11086,USD 43.000,Rondeau 255,"Centro, Córdoba"
11087,USD 105.000,Chamico 9026,"Villa Rivera Indarte, Córdoba"
11088,USD 610.000,,"Lomas de los Carolinos, Córdoba"
11089,USD 850.000,Av. Rafael Nuñez 4300,"Cerro de las Rosas, Córdoba"
11090,USD 70.000,SAN MARTIN ,"Alta Córdoba, Córdoba"
11091,USD 70.000,BALCARCE ,"Nueva Córdoba, Córdoba"
11092,USD 185.000,La Calandria,"La Calandria, Córdoba"
11093,USD 245.000,Viracocha 7000,"Córdoba, Córdoba"
11094,USD 179.000,Cerro de Las Rosas,"Cerro de las Rosas, Córdoba"
11095,USD 159.000,Alguello - Andres Piñero al 7200,"Argüello, Córdoba"
11096,USD 52.000,Caseros 1180,"Alberdi, Córdoba"
11097,USD 75.000,,"Nueva Córdoba, Córdoba"
11098,USD 40.000,Florencio Parravicini 3600,"Córdoba, Córdoba"
11099,USD 164.500,SIETE SOLES,"Siete Soles Naturaleza Urbana, Córdoba"
11100,USD 80.000,,"Quebrada de las Rosas, Córdoba"
11101,USD 167.000,Martin Coronado 3300,"Bajo Palermo, Córdoba"
11102,USD 36.000,Soldado Ruiz Nº 2536,"San Martín, Córdoba"
11103,$ 40.000,,"Alberdi, Córdoba"
11104,USD 48.000,Avenida Colon 1734,"Alberdi, Córdoba"
11105,USD 45.000,LA RIOJA 2471,"Córdoba, Córdoba"
11106,USD 85.000,"La Calandria, Córdoba Argentina","La Calandria, Córdoba"
11107,USD 80.000,GREGORIO GAVIER 4407,"Córdoba, Córdoba"
11108,USD 195.000,Solares de Manantiales,"Solares de Manantiales, Córdoba"
11109,USD 158.000,BUENAVENTURA LUNA 2829,"Nuevo Poeta Lugones, Córdoba"
11110,USD 18.500,,"Müller, Córdoba"
11111,USD 47.000,Santa Rosa 2845,"Alto Alberdi, Córdoba"
11112,USD 350.000,CHACABUCO 1202,"Nueva Córdoba, Córdoba"
11113,USD 88.000,Balcarce 463,"Nueva Córdoba, Córdoba"
11114,USD 45.000,DUARTE QUIROS 49,"Nueva Córdoba, Córdoba"
11115,USD 320.000,EMILIANO GOMEZ CLARA 245,"Rogelio Martínez, Córdoba"
11116,USD 145.000,JAVIER LOPEZ 3000,"Alto Verde, Córdoba"
11117,USD 65.000,Achával Rodriguez 215,"Nueva Córdoba, Córdoba"
11118,USD 350.000,Cañuelas Chico,"Cañuelas Country Golf, Córdoba"
11119,USD 49.000,Bv. Las Heras 156,"Córdoba, Córdoba"
11120,USD 115.000,,"General Paz, Córdoba"
11121,USD 108.000,Docta,"DOCTA, Córdoba"
11122,USD 28.000,Rivadavia 150,"Centro, Córdoba"
11123,USD 75.000,,"Balcones del Chateau, Córdoba"
11124,USD 57.000,,"General Paz, Córdoba"
11125,USD 149.000,Pedroni al 1800,"Villa Cabrera, Córdoba"
11126,USD 100.000,Cosquin 1446,"Jardín, Córdoba"
11127,USD 30.000,AV. COLON 1042,"Alberdi, Córdoba"
11128,Consultar precio,Ayacucho y 27 de Abril,"Centro, Córdoba"
11129,Consultar precio,Ayacucho y 27 de Abril,"Centro, Córdoba"
11130,USD 65.000,,"Centro, Córdoba"
11131,USD 40.000,,"Centro, Córdoba"
11132,USD 148.000,,"Manantiales, Córdoba"
11133,USD 380.000,Pedro Luis de Cabrera 3541,"Jardín Espinosa, Córdoba"
11134,USD 118.000,Av. Donosa 1500,"DOCTA, Córdoba"
11135,USD 120.000,AMERICO VESPUCIO 1298,"Juniors, Córdoba"
11136,USD 150.000,,"Córdoba, Córdoba"
11137,USD 50.000,avellaneda 445,"Alberdi, Córdoba"
11138,USD 100.000,Nevado Nº 2133,"Parque Capital, Córdoba"
11139,USD 290.000,Perez del Viso 4265,"Centenario, Córdoba"
11140,USD 109.000,ESPOSO CURIE 1370,"Córdoba, Córdoba"
11141,USD 300.000,Cerró de las Rosas,"Cerro de las Rosas, Córdoba"
11142,USD 85.000,Fernando Fabro 2500,"Escobar, Córdoba"
11143,USD 73.000,,"Centro, Córdoba"
11144,$ 32.000,,"Centro, Córdoba"
11145,USD 74.000,,"Centro, Córdoba"
11146,USD 42.000,,"Alta Córdoba, Córdoba"
11147,USD 38.000,Palestina 41,"San Martín, Córdoba"
11148,USD 135.000,Rivera Indarte 200,"Centro, Córdoba"
11149,USD 95.000,Colón Y Zípoli,"Alto Alberdi, Córdoba"
11150,USD 110.000,Armada Argentina 5500,"San Ignacio Village, Córdoba"
11151,Consultar precio,REPUBLICA DE CHINA 513,"Los Aromas, Valle Escondido "
11152,USD 390.000,Blas Pascal 6400,"Villa Belgrano, Córdoba"
11153,USD 595.000,Lomas de la carolina,"Lomas de la Carolina, Villa Warcalde"
11154,USD 45.000,Pje. Groppo 1200,"Alberdi, Córdoba"
11155,USD 600.000,las Delicias,"Córdoba, Córdoba"
11156,USD 145.000,de los extremeños 4900,"Padre Claret, Córdoba"
11157,USD 56.000,Antonio Pérez Amuchastegui 8400,"Córdoba, Córdoba"
11158,USD 75.000,JACHAL 4576,"Empalme, Córdoba"
11159,USD 140.000,Lomas de Manantiales 0,"Manantiales, Córdoba"
11160,USD 114.900,,"General Paz, Córdoba"
11161,USD 230.000,Entre Ríos 400. Entre Obispo salguero y Paraná,"Centro, Córdoba"
11162,USD 75.000,CORREA DE SAA 2544,"Santa Clara de Asís, Córdoba"
11163,USD 255.000,Bodereau 9600,"Villa Allende Parque, Córdoba"
11164,USD 180.000,Gato y Mancha al 1000,"Villa Cabrera, Córdoba"
11165,USD 77.000,La Docta Lote / N° 0,"DOCTA, Córdoba"
11166,USD 270.000,Cerro de las Rosas - Nicanor Carranza 4200,"Cerro de las Rosas, Córdoba"
11167,USD 248.000,Evangelista Torricelli 5700,"Villa Belgrano, Córdoba"
11168,USD 450.000,"fincas del sur 2, X5014, Cór","Fincas del Sur II, Córdoba"
11169,USD 48.000,Lima 742,"General Paz, Córdoba"
11170,USD 620.000,Country Barrancas,"URCA, Córdoba"
11171,USD 50.000,Campillo 614,"Cofico, Córdoba"
11172,USD 350.000, Las Delicias,"Córdoba, Córdoba"
11173,USD 51.000,,"Córdoba, Córdoba"
11174,USD 69.000,,"Providencia, Córdoba"
11175,USD 39.800,Santa Rosa 866,"Centro, Córdoba"
11176,USD 40.000,Santa Rosa 1934,"Alberdi, Córdoba"
11177,USD 180.000,,"Chacra del Norte, Córdoba"
11178,USD 145.000,Av. Padre Claret 5957,"Palmas de Claret, Córdoba"
11179,USD 130.000,,"Bialet Massé, Córdoba"
11180,USD 89.000,uritorco 3339,"Ameghino Sud, Córdoba"
11181,USD 285.000,Los Tintines 486,"Ayacucho, Córdoba"
11182,USD 90.000,Bv Illia 480,"Nueva Córdoba, Córdoba"
11183,USD 140.000,,"Alto Alberdi, Córdoba"
11184,USD 54.000,,"Alberdi, Córdoba"
11185,USD 45.000,Juana Begino 445,"Córdoba, Córdoba"
11186,USD 95.000,,"Altos de Villa Cabrera, Córdoba"
11187,$ 92.000,El Escorial 2382,"Córdoba, Córdoba"
11188,USD 179.000,Rogelio Yrurtia 397,"Córdoba, Córdoba"
11189,USD 37.900,Santa Cruz 980,"Observatorio, Córdoba"
11190,USD 42.900,Dean Funes 68,"Centro, Córdoba"
11191,USD 52.000,Corrientes al 50,"Centro, Córdoba"
11192,Consultar precio,Eduardo Branly 6055,"Villa Belgrano, Córdoba"
11193,USD 82.000,Enrique Tornu 2477,"Alto Alberdi, Córdoba"
11194,USD 48.000,Aconquija 3010,"Parque Capital, Córdoba"
11195,USD 250.000, Fray Mamerto Esquiú,"General Paz, Córdoba"
11196,USD 105.000,DOMINGO ZIPOLI 2183,"Villa Cabrera, Córdoba"
11197,USD 28.000,Arturo Orgaz 55,"Alto Alberdi, Córdoba"
11198,USD 44.000,Alejandro Vieyra 2686,"Alto Alberdi, Córdoba"
11199,USD 69.000,Tristan Echegaray 3167,"Los Plátanos, Córdoba"
11200,USD 39.500,Lima 494,"Centro, Córdoba"
11201,USD 145.000,Martin Fierro 4556,"Alejandro Centeno, Córdoba"
11202,USD 29.000,Faustino Velazco 981,"Lamadrid, Córdoba"
11203,USD 57.000,Georgetown 1769,"Residencial América, Córdoba"
11204,USD 38.900,Dean Funes 2116,"Alto Alberdi, Córdoba"
11205,USD 45.000,Duarte Quiros 2121,"Alto Alberdi, Córdoba"
11206,USD 52.000,Diego de Torre 1455,"San Vicente, Córdoba"
11207,USD 25.000,Caseros 4196,"Las Palmas, Córdoba"
11208,USD 44.000,Luis de Azpeitia 2820,"Alto Alberdi, Córdoba"
11209,USD 38.000,27 de Abril 3115,"Alto Alberdi, Córdoba"
11210,USD 44.800,Av Colon 2901,"Alto Alberdi, Córdoba"
11211,USD 49.000,Av Colon 2861,"Alto Alberdi, Córdoba"
11212,USD 30.000,Pasaje Gral Bustos 64,"Cofico, Córdoba"
11213,USD 29.900,Av. Colon 1881,"Alberdi, Córdoba"
11214,USD 41.000,Alvarez de Toledo 7235,"Los Boulevares, Córdoba"
11215,USD 55.000,Eugenio Galli,"Las Palmas, Córdoba"
11216,USD 65.000,Mendoza 237,"Alberdi, Córdoba"
11217,USD 37.000,Armengol Tecera 156,"Alto Alberdi, Córdoba"
11218,USD 41.900,Aguirre Camara 15,"Alto Alberdi, Córdoba"
11219,USD 32.000,9 de Julio 2064,"Alto Alberdi, Córdoba"
11220,USD 45.000,Cayetano Silva 117,"Alto Alberdi, Córdoba"
11221,USD 195.000,Int. Ramón Bautista Mestre 3782,"URCA, Córdoba"
11222,USD 28.000,Garzon Maceda 460,"Alto Alberdi, Córdoba"
11223,USD 45.000,Pedro Zanni 1400,"Alto Alberdi, Córdoba"
11224,USD 60.000,Larrea 2100 PB,"San Francisco, Córdoba"
11225,USD 80.000,Reconquista 3817,"Matienzo, Córdoba"
11226,USD 90.000,Boulevard san juan 395,"Centro, Córdoba"
11227,USD 198.000,malagueño 1074,"Tejas II, Córdoba"
11228,USD 45.000,San Juan y Cañada 000,"Nueva Córdoba, Córdoba"
11229,USD 122.500,Jeronimo Luis de Cabrera al 900,"Alta Córdoba, Córdoba"
11230,USD 500.000,Tristan Malbran 3800,"Cerro de las Rosas, Córdoba"
11231,USD 28.000,Av. Olmos 20,"Centro, Córdoba"
11232,USD 125.000,9 de Julio 635,"Centro, Córdoba"
11233,USD 150.000,Pasaje Quintas de los Cremader 9440,"Villa Warcalde, Córdoba"
11234,USD 130.000,Pasaje Quintas de los Cremader 9440,"Villa Warcalde, Córdoba"
11235,$ 32.000,Dr. Pedro Chutro 267,"Alberdi, Córdoba"
11236,USD 58.000,PJE CUCHI CORRAL,"Alberdi, Córdoba"
11237,USD 65.000,Bedoya 751,"Cofico, Córdoba"
11238,USD 35.000,Angel Suarez al 500,"Córdoba, Córdoba"
11239,USD 422.000,Juan Neper 5953,"Villa Belgrano, Córdoba"
11240,USD 265.000,Eduardo Branly 6055,"Villa Belgrano, Córdoba"
11241,USD 239.900,Victorino Rodríguez 1345,"URCA, Córdoba"
11242,USD 50.000,ESQUIU 51,"General Paz, Córdoba"
11243,USD 95.000,,"Crisol Sur, Córdoba"
11244,USD 38.000,Campillo ,"Cofico, Córdoba"
11245,USD 82.000,"Eufrasio Loza 98, Cordoba, Cordoba","Altos de General Paz, Córdoba"
11246,USD 140.000,Jose Aldao 00,"San Salvador, Córdoba"
11247,USD 42.000,JUAN DE GARAY 1080,"Bajo Pueyrredón, Córdoba"
11248,USD 440.000,,"Villa Warcalde, Córdoba"
11249,USD 170.500,Dr Ramon Aguirre 2940,"Parque Vélez Sársfield, Córdoba"
11250,USD 280.000,Padre Luis Galeano 950,"Córdoba, Córdoba"
11251,USD 130.000,Celso Barrios 3609,"Jardín, Córdoba"
11252,USD 160.000,Luis Agote,"San Francisco, Córdoba"
11253,USD 115.000,Marcelo T. de Alvear al 1000,"Güemes, Córdoba"
11254,Consultar precio,Colon al 6600,"Don Bosco, Córdoba"
11255,USD 300.000,Fructuoso Rivera y Vélez Sarsfield,"Nueva Córdoba, Córdoba"
11256,USD 98.500,Rondeau al 500,"Córdoba, Córdoba"
11257,USD 63.000,"Obispo Salguero esq San Lorenzo 7 ""B""","Nueva Córdoba, Córdoba"
11258,USD 65.000,Velez Sarsfield al 700,"Nueva Córdoba, Córdoba"
11259,USD 300.000,,"Ayacucho, Córdoba"
11260,USD 52.000,9 de Julio 2987,"Alto Alberdi, Córdoba"
11261,USD 40.000,Dean Funes 3150,"Alto Alberdi, Córdoba"
11262,USD 65.000,Balcarce 346,"Nueva Córdoba, Córdoba"
11263,USD 70.000,Av Colon 4875,"Nueva Córdoba, Córdoba"
11264,USD 50.000,Santa Rosa 1323,"Alberdi, Córdoba"
11265,Consultar precio,12 DE Octubre al 1300,"Providencia, Córdoba"
11266,USD 70.000,Martin Garcia esq J Galan,"San Martín, Córdoba"
11267,USD 300.000,Pedro Laplace 5400,"Villa Belgrano, Córdoba"
11268,USD 275.000,Pedro Laplace 5400,"Villa Belgrano, Córdoba"
11269,USD 35.000,J. M. Galan esq Tomas Guido,"San Martín, Córdoba"
11270,USD 58.000,Buchardo 1700,"General Pueyrredón, Córdoba"
11271,USD 75.000,BV SAN JUAN 810,"Nueva Córdoba, Córdoba"
11272,USD 680.000,MOLINO DE TORRES,"Lomas de la Carolina, Córdoba"
11273,USD 200.000,"JUAN ESTEBAN BUSTOS 1952, CERRO DE LAS ROSAS","Cerro de las Rosas, Córdoba"
11274,USD 115.000,JUAN BAUTISTA BUSTOS 125,"Cofico, Córdoba"
11275,USD 390.000,Chacabuco 1200,"Nueva Córdoba, Córdoba"
11276,USD 119.000,JUAN MATEO OLMOS 152,"San Salvador, Córdoba"
11277,USD 125.000,BUENOS AIRES 1250,"Nueva Córdoba, Córdoba"
11278,USD 48.900,Maria Curie 3020,"Maurizzi, Córdoba"
11279,USD 59.000,ITUZAINGO 520,"Nueva Córdoba, Córdoba"
11280,USD 50.000,fransisco suarez 3419,"Los Paraísos, Córdoba"
11281,USD 167.000,AVENIDA COLON 454,"Centro, Córdoba"
11282,USD 56.000,,"Deán Funes, Córdoba"
11283,USD 160.000,Bv Las Heras 400. Entre Avellaneda y Jujuy,"Cofico, Córdoba"
11284,USD 980.000,La,"Colón, Córdoba"
11285,USD 57.000,Diego Cala 416,"Las Palmas, Córdoba"
11286,USD 47.000,Av Don Bosco 5011,"Altos de Santa Ana, Córdoba"
11287,USD 62.000,Santa Ana 3845,"Puente Blanco, Córdoba"
11288,USD 37.500,9 DE JULIO 2987,"Alto Alberdi, Córdoba"
11289,USD 101.000,Almte Guillermo Brown 454,"Alto Alberdi, Córdoba"
11290,USD 43.000,Santa Rosa 1484,"Alberdi, Córdoba"
11291,USD 126.000,9 de Julio 3030,"Alto Alberdi, Córdoba"
11292,USD 44.000,Correa Larguia 1528,"Los Granados, Córdoba"
11293,$ 49.000,Liencura 8600,"Argüello, Córdoba"
11294,USD 28.000,Dean Funes 1000 3°,"Alberdi, Córdoba"
11295,USD 79.000,AV GRAL PAZ 51,"Quebrada de las Rosas, Córdoba"
11296,USD 49.000,PARANA 350,"Nueva Córdoba, Córdoba"
11297,USD 41.000,ENFERMERA CLERMONT 100,"Alto Alberdi, Córdoba"
11298,USD 35.000,AV COLON 2900,"Alto Alberdi, Córdoba"
11299,USD 169.000,MOCOVIES 7000,"Argüello, Córdoba"
11300,USD 150.000,ARGIBAY 4500,"Córdoba, Córdoba"
11301,USD 100.000,VENECIA 100,"Córdoba, Córdoba"
11302,USD 140.000,MELILLA 500,"Córdoba, Córdoba"
11303,USD 80.000,Esparta 1218,"Bella Vista, Córdoba"
11304,USD 80.000,La Pampa 1934,"Córdoba, Córdoba"
11305,USD 125.000,Santa Rosa 2830,"Córdoba, Córdoba"
11306,USD 53.000, Luis de Cabrera 100 ,"Cofico, Córdoba"
11307,USD 39.000,,"General Pueyrredón, Córdoba"
11308,USD 78.000,,"Nueva Córdoba, Córdoba"
11309,USD 68.000, Urquiza 1480,"Cofico, Córdoba"
11310,USD 145.000,,"Centro, Córdoba"
11311,$ 45.000,Bv. Illia 342,"Nueva Córdoba, Córdoba"
11312,USD 135.000,IGARZABAL RAFAEL 874,"Parque Vélez Sársfield, Córdoba"
11313,Consultar precio,"Mahatma Gandhi 700, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
11314,Consultar precio,"Espora 140, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
11315,USD 38.000,Gral. Simón Bolívar 29,"Centro, Córdoba"
11316,USD 44.000,Achaval Rodriguez 500,"Güemes, Córdoba"
11317,USD 57.000,colon 5030,"Córdoba, Córdoba"
11318,USD 35.000,,"Empalme, Córdoba"
11319,USD 300.000,PATRICIAS ARGENTINAS 2304,"Parque Chacabuco, Córdoba"
11320,USD 70.000,CHACABUCO 1167,"Nueva Córdoba, Córdoba"
11321,USD 180.000,Nicolle ,"Villa Belgrano, Córdoba"
11322,USD 75.000,Juan B Justo 2700,"Alta Córdoba, Córdoba"
11323,USD 260.000,enrique cavendish 6000,"Villa Belgrano, Córdoba"
11324,USD 172.000,LOS EXTREMEÑOS 4900,"Jardín Claret, Córdoba"
11325,$ 8.276.000,av pueyrredon 580,"Güemes, Córdoba"
11326,USD 235.000,Av. Laplace esq Julio Verne 5520,"Güemes, Córdoba"
11327,USD 226.000,Villa Belgrano Cba. Amadeo Avogadro,"Villa Belgrano, Córdoba"
11328,USD 170.000,,"Nuevo Poeta Lugones, Córdoba"
11329,USD 50.000,VELEZ SARSFIELD 700,"Nueva Córdoba, Córdoba"
11330,USD 170.000,Sinchi Roca 7500 Housing,"Córdoba, Córdoba"
11331,USD 70.000,rio gallego 1590,"Córdoba, Córdoba"
11332,USD 140.000,Los Cremader 0,"Villa Warcalde, Córdoba"
11333,USD 630.000,Celso Barrios 4300,"Tejas II, Córdoba"
11334,USD 109.000,Romagosa 490 490,"Córdoba, Córdoba"
11335,USD 85.000,V. Rivera Indarte - Las Varillas Esquina Corral de Bustos,"Villa Rivera Indarte, Córdoba"
11336,USD 338.000,JOSE AGUSTI 7200,"Argüello, Córdoba"
11337,USD 95.000,av Gandhi 600,"Nuevo URCA, Córdoba"
11338,USD 85.000,Peru 160,"Nueva Córdoba, Córdoba"
11339,USD 28.000,AV CURACAO 2496,"Córdoba, Córdoba"
11340,USD 50.000,San Luis 767,"Observatorio, Córdoba"
11341,USD 68.000,BEDOYA 332,"Cofico, Córdoba"
11342,USD 65.000,Jeronimo L. Cabrera 780,"Córdoba, Córdoba"
11343,USD 189.000,Mocovies 7000,"Argüello, Córdoba"
11344,USD 135.000,Jardines del Boulevard 6300,"Jardín Claret, Córdoba"
11345,USD 185.000,Mai Tei 000,"Balcones del Chateau, Córdoba"
11346,USD 200.000,,"Centro, Córdoba"
11347,USD 260.000,Albert Sabin 5900,"Argüello, Córdoba"
